52.23,21.0111,Warsaw
-41.2889,174.7772,Wellington
38.9047,-77.0164,Washington D.C.
-12.1869,96.8283,West Island Cocos Islands
12.1167,-68.9333,Willemstad
-22.57,17.0836,Windhoek
